5226.51021139,15988898509.7,92172251496.0,17635525.0,17635525.0,-0.29,-0.97,18.14,5189.51,5189.51,5189.51,19-04-09-10-08
5226.51021139,15988898509.7,92172251496.0,17635525.0,17635525.0,-0.29,-0.97,18.14,5190.86,5190.86,5190.86,19-04-09-10-09
5226.51021139,15988898509.7,92172251496.0,17635525.0,17635525.0,-0.29,-0.97,18.14,5187.87,5187.87,5187.87,19-04-09-10-10
5683.6196126,16028625172.1,100486252660,17679975.0,17679975.0,0.82,4.72,7.25,5580.41,5580.41,5580.41,19-05-03-13-20
5683.6196126,16028625172.1,100486252660,17679975.0,17679975.0,0.82,4.72,7.25,5580.74,5580.74,5580.74,19-05-03-13-21
8550.07136105,25112726150.8,151628778132,17734212.0,17734212.0,-0.21,2.63,6.63,8529.76,8529.76,8529.76,19-06-01-08-19
8550.07136105,25112726150.8,151628778132,17734212.0,17734212.0,-0.21,2.63,6.63,8530.26,8530.26,8530.26,19-06-01-08-20
8548.26607658,25128110324.3,151596762834,17734212.0,17734212.0,-0.23,2.63,6.61,8530.49,8530.49,8530.49,19-06-01-08-21
8548.26607658,25128110324.3,151596762834,17734212.0,17734212.0,-0.23,2.63,6.61,8530.49,8530.49,8530.49,19-06-01-08-22
8548.26607658,25128110324.3,151596762834,17734212.0,17734212.0,-0.23,2.63,6.61,8529.96,8529.96,8529.96,19-06-01-08-23
8552.45526114,25130005509.2,151671054722,17734212.0,17734212.0,-0.18,2.68,6.66,8528.99,8528.99,8528.99,19-06-01-08-24
8552.45526114,25130005509.2,151671054722,17734212.0,17734212.0,-0.18,2.68,6.66,8528.4,8528.4,8528.4,19-06-01-08-25
8552.45526114,25130005509.2,151671054722,17734212.0,17734212.0,-0.18,2.68,6.66,8531.53,8531.53,8531.53,19-06-01-08-26
8554.9370221,25129578351.9,151715066797,17734212.0,17734212.0,-0.16,2.74,6.7,8532.82,8532.82,8532.82,19-06-01-08-27
8554.9370221,25129578351.9,151715066797,17734212.0,17734212.0,-0.16,2.74,6.7,8532.42,8532.42,8532.42,19-06-01-08-28
8554.9370221,25129578351.9,151715066797,17734212.0,17734212.0,-0.16,2.74,6.7,8532.99,8532.99,8532.99,19-06-01-08-29
8554.54254211,25124317886.7,151708071005,17734212.0,17734212.0,-0.17,2.73,6.7,8537.45,8537.45,8537.45,19-06-01-08-30
8554.54254211,25124317886.7,151708071005,17734212.0,17734212.0,-0.17,2.73,6.7,8541.96,8541.96,8541.96,19-06-01-08-31
8554.54254211,25124317886.7,151708071005,17734212.0,17734212.0,-0.17,2.73,6.7,8543.38,8543.38,8543.38,19-06-01-08-32
8560.48819894,24816126172.1,151813512544,17734212.0,17734212.0,-0.09,2.84,6.78,8544.66,8544.66,8544.66,19-06-01-08-33
8560.48819894,24816126172.1,151813512544,17734212.0,17734212.0,-0.09,2.84,6.78,8545.64,8545.64,8545.64,19-06-01-08-34
8560.48819894,24816126172.1,151813512544,17734212.0,17734212.0,-0.09,2.84,6.78,8551.76,8551.76,8551.76,19-06-01-08-35
8561.8316639,24814514116.5,151837337836,17734212.0,17734212.0,-0.07,2.89,6.8,8554.66,8554.66,8554.66,19-06-01-08-36
8561.8316639,24814514116.5,151837337836,17734212.0,17734212.0,-0.07,2.89,6.8,8552.69,8552.69,8552.69,19-06-01-08-37
8557.15979074,24702968559.8,151756094593,17734400.0,17734400.0,-0.1,3.66,6.8,8532.64,8532.64,8532.64,19-06-01-10-04
8559.51997446,24728652307.7,151798165023,17734425.0,17734425.0,-0.05,3.71,6.83,8535.1,8535.1,8535.1,19-06-01-10-11
8559.51997446,24728652307.7,151798165023,17734425.0,17734425.0,-0.05,3.71,6.83,8537.44,8537.44,8537.44,19-06-01-10-12
8559.80970903,24729680631.9,151803303299,17734425.0,17734425.0,-0.02,3.72,6.83,8539.65,8539.65,8539.65,19-06-01-10-13
8559.80970903,24729680631.9,151803303299,17734425.0,17734425.0,-0.02,3.72,6.83,8540.61,8540.61,8540.61,19-06-01-10-14
8559.80970903,24729680631.9,151803303299,17734425.0,17734425.0,-0.02,3.72,6.83,8541.2,8541.2,8541.2,19-06-01-10-15
