Price,24H_Vol,MarketCap,Available Supply,Total Supply,Percent Change 1H,Percent Change 24H,Percent Change 7D,USD Sell,USD Buy,Average,Time,Sentiment,Prediction
5236.0626170000005,22407611536,92290577882.0,17625950,17625950,1.74,9.79,28.61,5212.75,5212.75,5212.75,19-04-03-20-41,0.11993759400000001,5235.1973
5226.748693,22436643808,92126411120.0,17625950,17625950,1.63,9.56,28.38,5218.64,5218.64,5218.64,19-04-03-20-42,0.12424420900000001,5238.597
5226.748693,22436643808,92126411120.0,17625950,17625950,1.63,9.56,28.38,5214.46,5214.46,5214.46,19-04-03-20-43,0.140967291,5241.563
5226.748693,22436643808,92126411120.0,17625950,17625950,1.63,9.56,28.38,5214.46,5214.46,5214.46,19-04-03-20-44,0.141729039,5244.1084
5224.05768,22495228248,92078979468.0,17625950,17625950,1.58,9.51,28.32,5216.26,5216.26,5216.26,19-04-03-20-45,0.138594628,5246.226
5224.05768,22495228248,92078979468.0,17625950,17625950,1.58,9.51,28.32,5215.73,5215.73,5215.73,19-04-03-20-46,0.14575936,5247.923
5228.917992000001,22487048343,92164647076.0,17625950,17625950,1.74,9.57,28.44,5212.46,5212.46,5212.46,19-04-03-20-47,0.167798008,5249.22
5228.917992000001,22487048343,92164647076.0,17625950,17625950,1.74,9.57,28.44,5212.46,5212.46,5212.46,19-04-03-20-48,0.18930970800000002,5250.146
5228.917992000001,22487048343,92164647076.0,17625950,17625950,1.74,9.57,28.44,5212.46,5212.46,5212.46,19-04-03-20-49,0.186877598,5250.7305
5226.88418,22497571314,92128799219.0,17625950,17625950,1.7,9.53,28.39,5226.66,5226.66,5226.66,19-04-03-20-50,0.182540001,5251.0034
5226.88418,22497571314,92128799219.0,17625950,17625950,1.7,9.53,28.39,5233.81,5233.81,5233.81,19-04-03-20-51,0.180153172,5251.025
5230.117963000001,22530180390,92185797711.0,17625950,17625950,1.81,9.56,28.46,5240.36,5240.36,5240.36,19-04-03-20-52,0.18621870000000001,5250.868
5230.117963000001,22530180390,92185797711.0,17625950,17625950,1.81,9.56,28.46,5235.79,5235.79,5235.79,19-04-03-20-53,0.18034697100000002,5250.6064
5230.117963000001,22530180390,92185797711.0,17625950,17625950,1.81,9.56,28.46,5249.21,5249.21,5249.21,19-04-03-20-54,0.18464094600000003,5250.3037
5238.247983,22617711477,92329097032.0,17625950,17625950,1.97,9.73,28.66,5245.88,5245.88,5245.88,19-04-03-20-55,0.190686214,5250.0146
5238.247983,22617711477,92329097032.0,17625950,17625950,1.97,9.73,28.66,5238.41,5238.41,5238.41,19-04-03-20-56,0.18185000699999998,5249.775
5246.71246,22656159925,92478291477.0,17625950,17625950,2.17,9.87,28.87,5245.03,5245.03,5245.03,19-04-03-20-57,0.173345716,5249.6177
5246.71246,22656159925,92478291477.0,17625950,17625950,2.17,9.87,28.87,5250.14,5250.14,5250.14,19-04-03-20-58,0.171374378,5249.582
5246.71246,22656159925,92478291477.0,17625950,17625950,2.17,9.87,28.87,5250.14,5250.14,5250.14,19-04-03-20-59,0.16205545400000002,5249.724
5259.484191,22718420844,92703405369.0,17625950,17625950,2.42,10.13,29.18,5252.43,5252.43,5252.43,19-04-03-21-00,0.146986284,5250.084
5259.484191,22718420844,92703405369.0,17625950,17625950,2.42,10.13,29.18,5251.6,5251.6,5251.6,19-04-03-21-01,0.120638897,5250.6855
5265.758575,22606481702,92813997354.0,17625950,17625950,2.54,10.22,29.34,5251.6,5251.6,5251.6,19-04-03-21-02,0.110181145,5251.571
5265.758575,22606481702,92813997354.0,17625950,17625950,2.54,10.22,29.34,5267.16,5267.16,5267.16,19-04-03-21-03,0.08904319,5252.7837
5265.758575,22606481702,92813997354.0,17625950,17625950,2.54,10.22,29.34,5282.15,5282.15,5282.15,19-04-03-21-04,0.074559548,5254.349
5279.351761999999,22679230738,93053590187.0,17625950,17625950,2.81,10.5,29.67,5287.9,5287.9,5287.9,19-04-03-21-05,0.065118627,5256.27
5279.351761999999,22679230738,93053590187.0,17625950,17625950,2.81,10.5,29.67,5277.92,5277.92,5277.92,19-04-03-21-06,0.061349507000000005,5258.5146
5289.7668619999995,22722912374,93237166227.0,17625950,17625950,2.82,10.68,29.92,5277.92,5277.92,5277.92,19-04-03-21-07,0.064922722,5261.0557
5289.7668619999995,22722912374,93237166227.0,17625950,17625950,2.82,10.68,29.92,5277.92,5277.92,5277.92,19-04-03-21-08,0.059662253,5263.8477
5289.7668619999995,22722912374,93237166227.0,17625950,17625950,2.82,10.68,29.92,5263.15,5263.15,5263.15,19-04-03-21-09,0.05385549,5266.8506
5289.918336,22713619242,93239836096.0,17625950,17625950,2.82,10.68,29.93,5245.64,5245.64,5245.64,19-04-03-21-10,0.05112055099999999,5270.026
5289.918336,22713619242,93239836096.0,17625950,17625950,2.82,10.68,29.93,5259.92,5259.92,5259.92,19-04-03-21-11,0.057991126,5273.3335
5289.918336,22713619242,93239836096.0,17625950,17625950,2.82,10.68,29.93,5245.64,5245.64,5245.64,19-04-03-21-12,0.06663766,5276.7266
5281.889523,22711753943,93098320646.0,17625950,17625950,2.37,10.47,29.73,5264.55,5264.55,5264.55,19-04-03-21-13,0.084402909,5280.145
5281.889523,22711753943,93098320646.0,17625950,17625950,2.37,10.47,29.73,5272.71,5272.71,5272.71,19-04-03-21-14,0.087837569,5283.519
5281.994108,22738671681,93100164047.0,17625950,17625950,2.37,10.48,29.73,5280.37,5280.37,5280.37,19-04-03-21-15,0.089695235,5286.7505
5281.994108,22738671681,93100164047.0,17625950,17625950,2.37,10.48,29.73,5275.79,5275.79,5275.79,19-04-03-21-16,0.089145785,5289.7554
5281.994108,22738671681,93100164047.0,17625950,17625950,2.37,10.48,29.73,5260.72,5260.72,5260.72,19-04-03-21-17,0.09743240800000001,5292.4795
5281.076111,22735499505,93083983476.0,17625950,17625950,1.99,10.42,29.71,5260.0,5260.0,5260.0,19-04-03-21-18,0.103736491,5294.8975
5281.076111,22735499505,93083983476.0,17625950,17625950,1.99,10.42,29.71,5257.75,5257.75,5257.75,19-04-03-21-19,0.10635631599999999,5296.998
5277.780928,22719385370,93025966077.0,17625962,17625962,1.92,10.35,29.62,5257.68,5257.68,5257.68,19-04-03-21-20,0.10832267599999999,5298.7812
5277.780928,22719385370,93025966077.0,17625962,17625962,1.92,10.35,29.62,5253.99,5253.99,5253.99,19-04-03-21-21,0.11289256800000001,5300.2593
5277.780928,22719385370,93025966077.0,17625962,17625962,1.92,10.35,29.62,5258.42,5258.42,5258.42,19-04-03-21-22,0.11719364300000001,5301.4463
5271.890415999999,22687680912,92922140138.0,17625962,17625962,1.49,10.19,29.48,5257.94,5257.94,5257.94,19-04-03-21-23,0.12504908,5302.3604
5271.890415999999,22687680912,92922140138.0,17625962,17625962,1.49,10.19,29.48,5259.91,5259.91,5259.91,19-04-03-21-24,0.12438994099999999,5303.0225
5272.692133,22706872454,92936271171.0,17625962,17625962,1.51,10.21,29.5,5259.44,5259.44,5259.44,19-04-03-21-25,0.117978514,5303.4385
5272.692133,22706872454,92936271171.0,17625962,17625962,1.51,10.21,29.5,5268.13,5268.13,5268.13,19-04-03-21-26,0.124623771,5303.6216
5272.692133,22706872454,92936271171.0,17625962,17625962,1.51,10.21,29.5,5270.59,5270.59,5270.59,19-04-03-21-27,0.11752576099999999,5303.601
5276.46244,22733381960,93002726467.0,17625962,17625962,1.27,10.25,29.58,5273.19,5273.19,5273.19,19-04-03-21-28,0.120185335,5303.4062
5276.46244,22733381960,93002726467.0,17625962,17625962,1.27,10.25,29.58,5273.19,5273.19,5273.19,19-04-03-21-29,0.122071355,5303.0757
5279.462015,22778180660,93055596857.0,17625962,17625962,1.33,10.31,29.66,5273.19,5273.19,5273.19,19-04-03-21-30,0.120829773,5302.6523
5279.462015,22778180660,93055596857.0,17625962,17625962,1.33,10.31,29.66,5292.16,5292.16,5292.16,19-04-03-21-31,0.11895305199999999,5302.1772
5279.462015,22778180660,93055596857.0,17625962,17625962,1.33,10.31,29.66,5294.58,5294.58,5294.58,19-04-03-21-32,0.115453377,5301.696
5289.710133,22827302589,93236229802.0,17625962,17625962,1.26,10.5,29.91,5296.75,5296.75,5296.75,19-04-03-21-33,0.11630371699999999,5301.248
5289.710133,22827302589,93236229802.0,17625962,17625962,1.26,10.5,29.91,5297.9,5297.9,5297.9,19-04-03-21-34,0.119026931,5300.869
5303.739103,22872451035,93483503885.0,17625962,17625962,1.53,10.79,30.25,5300.25,5300.25,5300.25,19-04-03-21-35,0.11290448199999999,5300.606
5303.739103,22872451035,93483503885.0,17625962,17625962,1.53,10.79,30.25,5300.25,5300.25,5300.25,19-04-03-21-36,0.113925261,5300.495
5303.739103,22872451035,93483503885.0,17625962,17625962,1.53,10.79,30.25,5290.91,5290.91,5290.91,19-04-03-21-37,0.112507816,5300.6035
5307.003609,22879399006,93541043945.0,17625962,17625962,1.48,10.83,30.33,5273.09,5273.09,5273.09,19-04-03-21-38,0.125697751,5300.9854
5307.003609,22879399006,93541043945.0,17625962,17625962,1.48,10.83,30.33,5259.43,5259.43,5259.43,19-04-03-21-39,0.125697751,5301.6724
5300.5093719999995,22846730497,93426709285.0,17625987,17625987,1.36,10.7,30.17,5260.77,5260.77,5260.77,19-04-03-21-40,0.12374068099999999,5302.659
5300.5093719999995,22846730497,93426709285.0,17625987,17625987,1.36,10.7,30.17,5260.7,5260.7,5260.7,19-04-03-21-41,0.12530318099999999,5303.9263
5300.5093719999995,22846730497,93426709285.0,17625987,17625987,1.36,10.7,30.17,5268.91,5268.91,5268.91,19-04-03-21-42,0.131765144,5305.423
5287.385586,22841716153,93195389608.0,17625987,17625987,1.04,10.38,29.85,5271.46,5271.46,5271.46,19-04-03-21-43,0.130110298,5307.084
5287.385586,22841716153,93195389608.0,17625987,17625987,1.04,10.38,29.85,5272.68,5272.68,5272.68,19-04-03-21-44,0.12501278,5308.8354
5285.578062,22841841467,93163530201.0,17625987,17625987,1.01,10.35,29.8,5268.59,5268.59,5268.59,19-04-03-21-45,0.116383938,5310.574
5285.578062,22841841467,93163530201.0,17625987,17625987,1.01,10.35,29.8,5261.58,5261.58,5261.58,19-04-03-21-46,0.119167606,5312.2075
5285.578062,22841841467,93163530201.0,17625987,17625987,1.01,10.35,29.8,5225.97,5225.97,5225.97,19-04-03-21-47,0.111628675,5313.663
5282.018784000001,22831530806,93100794422.0,17625987,17625987,0.88,10.24,29.71,5216.64,5216.64,5216.64,19-04-03-21-48,0.11444591,5314.884
5282.018784000001,22831530806,93100794422.0,17625987,17625987,0.88,10.24,29.71,5222.97,5222.97,5222.97,19-04-03-21-49,0.107226581,5315.8394
5264.731737,22809071549,92796093158.0,17625987,17625987,0.55,9.88,29.29,5230.35,5230.35,5230.35,19-04-03-21-50,0.109505227,5316.5063
5264.731737,22809071549,92796093158.0,17625987,17625987,0.55,9.88,29.29,5237.63,5237.63,5237.63,19-04-03-21-51,0.10908639,5316.8833
5264.731737,22809071549,92796093158.0,17625987,17625987,0.55,9.88,29.29,5247.71,5247.71,5247.71,19-04-03-21-52,0.109615115,5316.9336
5259.790983,22795684387,92709007486.0,17625987,17625987,0.3,9.75,29.17,5244.51,5244.51,5244.51,19-04-03-21-53,0.11030956,5316.6255
5259.790983,22795684387,92709007486.0,17625987,17625987,0.3,9.75,29.17,5248.44,5248.44,5248.44,19-04-03-21-54,0.110451605,5315.9453
5256.578486,22858014873,92652384062.0,17625987,17625987,0.24,9.68,29.09,5248.44,5248.44,5248.44,19-04-03-21-55,0.11409743800000001,5314.8916
5256.578486,22858014873,92652384062.0,17625987,17625987,0.24,9.68,29.09,5248.44,5248.44,5248.44,19-04-03-21-56,0.105981991,5313.4854
5256.578486,22858014873,92652384062.0,17625987,17625987,0.24,9.68,29.09,5233.44,5233.44,5233.44,19-04-03-21-57,0.107109459,5311.756
5258.044903,22837905924,92678231097.0,17625987,17625987,0.1,9.67,29.12,5232.16,5232.16,5232.16,19-04-03-21-58,0.113697255,5309.7573
5258.044903,22837905924,92678231097.0,17625987,17625987,0.1,9.67,29.12,5221.85,5221.85,5221.85,19-04-03-21-59,0.125753299,5307.555
5250.456534,22834392832,92544546876.0,17626000,17626000,-0.05,9.51,28.94,5213.71,5213.71,5213.71,19-04-03-22-00,0.12338674699999999,5305.2124
5250.456534,22834392832,92544546876.0,17626000,17626000,-0.05,9.51,28.94,5155.28,5155.28,5155.28,19-04-03-22-01,0.113067956,5302.7847
5250.456534,22834392832,92544546876.0,17626000,17626000,-0.05,9.51,28.94,5184.66,5184.66,5184.66,19-04-03-22-02,0.11459446,5300.316
5231.0396359999995,22723995933,92202304624.0,17626000,17626000,-0.6,9.07,28.46,5196.36,5196.36,5196.36,19-04-03-22-03,0.115142969,5297.8545
5231.0396359999995,22723995933,92202304624.0,17626000,17626000,-0.6,9.07,28.46,5196.12,5196.12,5196.12,19-04-03-22-04,0.10829974099999999,5295.4424
5213.589726,22664530306,91894732518.0,17626000,17626000,-0.93,8.7,28.03,5195.23,5195.23,5195.23,19-04-03-22-05,0.101229884,5293.059
5213.589726,22664530306,91894732518.0,17626000,17626000,-0.93,8.7,28.03,5197.24,5197.24,5197.24,19-04-03-22-06,0.094385631,5290.674
5213.589726,22664530306,91894732518.0,17626000,17626000,-0.93,8.7,28.03,5196.78,5196.78,5196.78,19-04-03-22-07,0.092979381,5288.2183
5211.925147,22709998458,91865392646.0,17626000,17626000,-1.12,8.62,27.99,5192.39,5192.39,5192.39,19-04-03-22-08,0.08907786599999999,5285.629
5211.925147,22709998458,91865392646.0,17626000,17626000,-1.12,8.62,27.99,5192.06,5192.06,5192.06,19-04-03-22-09,0.08434301699999999,5282.862
5213.661034000001,22713735805,91895989394.0,17626000,17626000,-1.09,8.66,28.03,5195.67,5195.67,5195.67,19-04-03-22-10,0.08498524699999999,5279.8984
5213.661034000001,22713735805,91895989394.0,17626000,17626000,-1.09,8.66,28.03,5199.05,5199.05,5199.05,19-04-03-22-11,0.08708403,5276.7515
5213.661034000001,22713735805,91895989394.0,17626000,17626000,-1.09,8.66,28.03,5209.04,5209.04,5209.04,19-04-03-22-12,0.08820049199999999,5273.4565
5216.124784000001,22770667601,91939415447.0,17626000,17626000,-1.15,8.65,28.1,5217.49,5217.49,5217.49,19-04-03-22-13,0.08896778,5270.066
5216.124784000001,22770667601,91939415447.0,17626000,17626000,-1.15,8.65,28.1,5221.86,5221.86,5221.86,19-04-03-22-14,0.094170719,5266.6406
5216.124784000001,22770667601,91939415447.0,17626000,17626000,-1.15,8.65,28.1,5219.95,5219.95,5219.95,19-04-03-22-15,0.094170719,5263.252
5216.715489,22814034646,91949827214.0,17626000,17626000,-1.14,8.66,28.11,5219.95,5219.95,5219.95,19-04-03-22-16,0.10950909,5259.966
5216.715489,22814034646,91949827214.0,17626000,17626000,-1.14,8.66,28.11,5213.9,5213.9,5213.9,19-04-03-22-17,0.115241786,5256.8438
5227.903155,22834990774,92147021002.0,17626000,17626000,-0.99,8.82,28.39,5213.9,5213.9,5213.9,19-04-03-22-18,0.11464778699999999,5253.924
5227.903155,22834990774,92147021002.0,17626000,17626000,-0.99,8.82,28.39,5212.35,5212.35,5212.35,19-04-03-22-19,0.11370345800000001,5251.2334
5227.903155,22834990774,92147021002.0,17626000,17626000,-0.99,8.82,28.39,5223.02,5223.02,5223.02,19-04-03-22-20,0.11144509400000001,5248.828
5230.306874,22868475095,92189519711.0,17626025,17626025,-0.94,8.87,28.45,5215.71,5215.71,5215.71,19-04-03-22-21,0.10138050300000001,5246.764
5230.306874,22868475095,92189519711.0,17626025,17626025,-0.94,8.87,28.45,5223.42,5223.42,5223.42,19-04-03-22-22,0.10533563800000001,5245.085
5232.6406369999995,22880901735,92230654691.0,17626025,17626025,-0.98,8.84,28.5,5223.43,5223.43,5223.43,19-04-03-22-23,0.104181237,5243.825
5232.6406369999995,22880901735,92230654691.0,17626025,17626025,-0.98,8.84,28.5,5223.43,5223.43,5223.43,19-04-03-22-24,0.10366823,5242.9854
5232.6406369999995,22880901735,92230654691.0,17626025,17626025,-0.98,8.84,28.5,5223.39,5223.39,5223.39,19-04-03-22-25,0.103933705,5242.5464
5231.536875,22895181257,92211199750.0,17626025,17626025,-1.03,8.76,28.48,5228.73,5228.73,5228.73,19-04-03-22-26,0.10982894800000001,5242.4707
5231.536875,22895181257,92211199750.0,17626025,17626025,-1.03,8.76,28.48,5228.73,5228.73,5228.73,19-04-03-22-27,0.111777,5242.7065
5229.65739,22894399474,92178071896.0,17626025,17626025,-1.07,8.72,28.43,5228.73,5228.73,5228.73,19-04-03-22-28,0.10052845199999999,5243.187
5229.65739,22894399474,92178071896.0,17626025,17626025,-1.07,8.72,28.43,5212.23,5212.23,5212.23,19-04-03-22-29,0.101186347,5243.8433
5229.65739,22894399474,92178071896.0,17626025,17626025,-1.07,8.72,28.43,5210.12,5210.12,5210.12,19-04-03-22-30,0.10171925300000001,5244.6206
5231.198987,22891536434,92205244126.0,17626025,17626025,-1.05,8.69,28.47,5213.12,5213.12,5213.12,19-04-03-22-31,0.109239684,5245.467
5231.198987,22891536434,92205244126.0,17626025,17626025,-1.05,8.69,28.47,5220.63,5220.63,5220.63,19-04-03-22-32,0.11099918800000001,5246.3354
5235.287794,22921460629,92277313531.0,17626025,17626025,-0.97,8.78,28.57,5220.63,5220.63,5220.63,19-04-03-22-33,0.121832522,5247.181
5235.287794,22921460629,92277313531.0,17626025,17626025,-0.97,8.78,28.57,5215.69,5215.69,5215.69,19-04-03-22-34,0.118556226,5247.974
5235.287794,22921460629,92277313531.0,17626025,17626025,-0.97,8.78,28.57,5215.69,5215.69,5215.69,19-04-03-22-35,0.10465922,5248.695
5236.874164,22920277359,92305274936.0,17626025,17626025,-0.94,8.81,28.61,5215.69,5215.69,5215.69,19-04-03-22-36,0.10625027599999999,5249.3486
5236.874164,22920277359,92305274936.0,17626025,17626025,-0.94,8.81,28.61,5199.06,5199.06,5199.06,19-04-03-22-37,0.114951575,5249.9644
5235.36068,22908004290,92278859997.0,17626075,17626075,-0.93,8.72,28.57,5202.3,5202.3,5202.3,19-04-03-22-38,0.12084084199999999,5250.5693
5235.36068,22908004290,92278859997.0,17626075,17626075,-0.93,8.72,28.57,5199.06,5199.06,5199.06,19-04-03-22-39,0.11657830400000001,5251.1714
5235.36068,22908004290,92278859997.0,17626075,17626075,-0.93,8.72,28.57,5204.13,5204.13,5204.13,19-04-03-22-40,0.109886336,5251.7627
5241.912952000001,22899945921,92394350829.0,17626075,17626075,-0.8,8.86,28.73,5200.65,5200.65,5200.65,19-04-03-22-41,0.110962936,5252.3374
5241.912952000001,22899945921,92394350829.0,17626075,17626075,-0.8,8.86,28.73,5164.37,5164.37,5164.37,19-04-03-22-42,0.108227473,5252.8994
5224.253041,22831533443,92083075927.0,17626075,17626075,-1.09,8.42,28.3,5146.47,5146.47,5146.47,19-04-03-22-43,0.10802318300000001,5253.464
5224.253041,22831533443,92083075927.0,17626075,17626075,-1.09,8.42,28.3,5146.47,5146.47,5146.47,19-04-03-22-44,0.108682537,5254.049
5224.253041,22831533443,92083075927.0,17626075,17626075,-1.09,8.42,28.3,5021.03,5021.03,5021.03,19-04-03-22-45,0.11247041599999999,5254.6196
5213.145427,22754828795,91887292279.0,17626075,17626075,-1.3,8.19,28.02,5021.03,5021.03,5021.03,19-04-03-22-46,0.098858965,5255.1206
5213.145427,22754828795,91887292279.0,17626075,17626075,-1.3,8.19,28.02,5037.79,5037.79,5037.79,19-04-03-22-47,0.101998851,5255.497
5175.192202,22638944669,91218325895.0,17626075,17626075,-1.93,7.34,27.09,5070.42,5070.42,5070.42,19-04-03-22-48,0.098114355,5255.693
5175.192202,22638944669,91218325895.0,17626075,17626075,-1.93,7.34,27.09,5067.12,5067.12,5067.12,19-04-03-22-49,0.09357873800000001,5255.657
5175.192202,22638944669,91218325895.0,17626075,17626075,-1.93,7.34,27.09,5067.12,5067.12,5067.12,19-04-03-22-50,0.095693141,5255.2617
5147.913128,22782192865,90737502884.0,17626075,17626075,-2.44,6.77,26.42,5055.75,5055.75,5055.75,19-04-03-22-51,0.09335231699999999,5254.3823
5147.913128,22782192865,90737502884.0,17626075,17626075,-2.44,6.77,26.42,5094.81,5094.81,5094.81,19-04-03-22-52,0.09913325,5252.932
5126.841907999999,22764154177,90366099986.0,17626075,17626075,-2.57,6.27,25.91,5084.92,5084.92,5084.92,19-04-03-22-53,0.10346467599999999,5250.811
5126.841907999999,22764154177,90366099986.0,17626075,17626075,-2.57,6.27,25.91,5039.11,5039.11,5039.11,19-04-03-22-54,0.100205436,5247.9536
5126.841907999999,22764154177,90366099986.0,17626075,17626075,-2.57,6.27,25.91,5044.16,5044.16,5044.16,19-04-03-22-55,0.104498985,5244.296
5105.599719,22791934421,89991683560.0,17626075,17626075,-2.97,5.83,25.38,5050.77,5050.77,5050.77,19-04-03-22-56,0.099443269,5239.834
5105.599719,22791934421,89991683560.0,17626075,17626075,-2.97,5.83,25.38,5052.58,5052.58,5052.58,19-04-03-22-57,0.096371736,5234.6235
5105.599719,22791934421,89991683560.0,17626075,17626075,-2.97,5.83,25.38,5052.58,5052.58,5052.58,19-04-03-22-58,0.097069696,5228.7266
5110.323329999999,22790137432,90075259123.0,17626137,17626137,-2.61,5.86,25.5,5044.49,5044.49,5044.49,19-04-03-22-59,0.09562790199999999,5222.236
5110.323329999999,22790137432,90075259123.0,17626137,17626137,-2.61,5.86,25.5,5044.49,5044.49,5044.49,19-04-03-23-00,0.098629155,5215.2725
5101.275387,22762594298,89915778843.0,17626137,17626137,-2.79,5.67,25.28,5063.81,5063.81,5063.81,19-04-03-23-01,0.082300897,5207.9946
5101.275387,22762594298,89915778843.0,17626137,17626137,-2.79,5.67,25.28,5048.42,5048.42,5048.42,19-04-03-23-02,0.07316836,5200.5713
5101.275387,22762594298,89915778843.0,17626137,17626137,-2.79,5.67,25.28,5010.28,5010.28,5010.28,19-04-03-23-03,0.09233362699999999,5193.163
5096.319614,22575501044,89828427705.0,17626137,17626137,-2.67,5.49,25.16,5039.16,5039.16,5039.16,19-04-03-23-04,0.10565476900000001,5185.914
5096.319614,22575501044,89828427705.0,17626137,17626137,-2.67,5.49,25.16,4991.98,4991.98,4991.98,19-04-03-23-05,0.106337542,5178.919
5096.7097890000005,22485697365,89835304994.0,17626137,17626137,-2.66,5.5,25.17,4915.88,4915.88,4915.88,19-04-03-23-06,0.095985156,5172.224
5096.7097890000005,22485697365,89835304994.0,17626137,17626137,-2.66,5.5,25.17,4915.88,4915.88,4915.88,19-04-03-23-07,0.092265606,5165.8687
5096.7097890000005,22485697365,89835304994.0,17626137,17626137,-2.66,5.5,25.17,4873.05,4873.05,4873.05,19-04-03-23-08,0.103244085,5159.9004
5047.0182079999995,22315687224,88959434383.0,17626137,17626137,-3.5,4.38,23.95,4838.27,4838.27,4838.27,19-04-03-23-09,0.112429,5154.367
5047.0182079999995,22315687224,88959434383.0,17626137,17626137,-3.5,4.38,23.95,4881.52,4881.52,4881.52,19-04-03-23-10,0.123253037,5149.2905
4995.137327,22153702485,88044974861.0,17626137,17626137,-4.49,3.3,22.67,4881.52,4881.52,4881.52,19-04-03-23-11,0.116350187,5144.5405
4995.137327,22153702485,88044974861.0,17626137,17626137,-4.49,3.3,22.67,4881.52,4881.52,4881.52,19-04-03-23-12,0.130685504,5139.947
4995.137327,22153702485,88044974861.0,17626137,17626137,-4.49,3.3,22.67,4932.05,4932.05,4932.05,19-04-03-23-13,0.126637539,5135.241
4937.137294,22219231330,87022658332.0,17626137,17626137,-5.53,2.02,21.25,4906.42,4906.42,4906.42,19-04-03-23-14,0.12723994800000002,5130.166
4937.137294,22219231330,87022658332.0,17626137,17626137,-5.53,2.02,21.25,4943.23,4943.23,4943.23,19-04-03-23-15,0.135651411,5124.556
4924.070968999999,22351006598,86792349502.0,17626137,17626137,-5.78,1.75,20.93,4925.7,4925.7,4925.7,19-04-03-23-16,0.13610718800000002,5118.2007
4924.070968999999,22351006598,86792349502.0,17626137,17626137,-5.78,1.75,20.93,4915.62,4915.62,4915.62,19-04-03-23-17,0.137787524,5110.9424
4924.070968999999,22351006598,86792349502.0,17626137,17626137,-5.78,1.75,20.93,4915.62,4915.62,4915.62,19-04-03-23-18,0.135665919,5102.7
4952.018011,22444220957,87285012258.0,17626150,17626150,-5.19,2.25,21.61,4866.1,4866.1,4866.1,19-04-03-23-19,0.134802858,5093.4956
4952.018011,22444220957,87285012258.0,17626150,17626150,-5.19,2.25,21.61,4866.09,4866.09,4866.09,19-04-03-23-20,0.134802858,5083.451
4926.876104999999,22366612565,86841857266.0,17626150,17626150,-5.67,1.73,21.0,4873.56,4873.56,4873.56,19-04-03-23-21,0.133117823,5072.839
4926.876104999999,22366612565,86841857266.0,17626150,17626150,-5.67,1.73,21.0,4873.56,4873.56,4873.56,19-04-03-23-22,0.14758954900000001,5061.9873
4926.876104999999,22366612565,86841857266.0,17626150,17626150,-5.67,1.73,21.0,4882.49,4882.49,4882.49,19-04-03-23-23,0.155363935,5051.1646
4929.64449,22351321980,86890653229.0,17626150,17626150,-5.69,1.7,21.06,4921.25,4921.25,4921.25,19-04-03-23-24,0.155363935,5040.5703
4929.64449,22351321980,86890653229.0,17626150,17626150,-5.69,1.7,21.06,4915.59,4915.59,4915.59,19-04-03-23-25,0.15709233,5030.36
4927.684587,22419137819,86856107680.0,17626150,17626150,-5.73,1.66,21.02,4924.54,4924.54,4924.54,19-04-03-23-26,0.16750395,5020.6685
4927.684587,22419137819,86856107680.0,17626150,17626150,-5.73,1.66,21.02,4924.54,4924.54,4924.54,19-04-03-23-27,0.165355362,5011.608
4927.684587,22419137819,86856107680.0,17626150,17626150,-5.73,1.66,21.02,4948.13,4948.13,4948.13,19-04-03-23-28,0.165355362,5003.2476
4932.051023,22509173441,86933071144.0,17626150,17626150,-5.73,1.67,21.12,4948.13,4948.13,4948.13,19-04-03-23-29,0.167543275,4995.634
4932.051023,22509173441,86933071144.0,17626150,17626150,-5.73,1.67,21.12,4928.5,4928.5,4928.5,19-04-03-23-30,0.176316002,4988.791
4928.4460659999995,22640899231,86869529626.0,17626150,17626150,-5.8,1.59,21.04,4928.5,4928.5,4928.5,19-04-03-23-31,0.181712407,4982.7275
4928.4460659999995,22640899231,86869529626.0,17626150,17626150,-5.8,1.59,21.04,4928.5,4928.5,4928.5,19-04-03-23-32,0.191941002,4977.429
4928.4460659999995,22640899231,86869529626.0,17626150,17626150,-5.8,1.59,21.04,4929.41,4929.41,4929.41,19-04-03-23-33,0.194509632,4972.85
4961.24864,22648478748,87447712724.0,17626150,17626150,-5.16,2.18,21.84,4931.78,4931.78,4931.78,19-04-03-23-34,0.19823512399999998,4968.926
4961.24864,22648478748,87447712724.0,17626150,17626150,-5.16,2.18,21.84,4931.78,4931.78,4931.78,19-04-03-23-35,0.195846749,4965.59
4961.806385,22653598477,87457543617.0,17626150,17626150,-5.15,2.19,21.86,4931.78,4931.78,4931.78,19-04-03-23-36,0.19351524,4962.858
4961.806385,22653598477,87457543617.0,17626150,17626150,-5.15,2.19,21.86,4931.78,4931.78,4931.78,19-04-03-23-37,0.193086862,4960.776
4961.806385,22653598477,87457543617.0,17626150,17626150,-5.15,2.19,21.86,4949.28,4949.28,4949.28,19-04-03-23-38,0.194524534,4959.3784
4954.990321,22754428641,87337462101.0,17626162,17626162,-5.03,1.95,21.69,4945.82,4945.82,4945.82,19-04-03-23-39,0.178047261,4958.669
4954.990321,22754428641,87337462101.0,17626162,17626162,-5.03,1.95,21.69,4946.23,4946.23,4946.23,19-04-03-23-40,0.178047261,4958.6123
4964.616798,22765340235,87507139953.0,17626162,17626162,-4.85,2.15,21.93,4949.12,4949.12,4949.12,19-04-03-23-41,0.172491705,4959.138
