0.12134745664240043,19-04-07-18-43
0.11999915156859599,19-04-07-18-44
0.13338126636737746,19-04-07-18-45
0.12622824688835924,19-04-07-18-46
0.12675012434955615,19-04-07-18-47
0.11908311333027241,19-04-07-18-48
0.11581843490273722,19-04-07-18-50
0.12614688897734874,19-04-07-18-51
0.1271281743298789,19-04-07-18-52
0.11255710529586936,19-04-07-18-53
0.11248178970880122,19-04-07-18-54
0.03343631293631295,19-04-08-15-17
0.04005872818201586,19-04-08-15-18
0.046177625677625685,19-04-08-15-19
0.04890979342295132,19-04-08-15-20
0.04890979342295132,19-04-08-15-21
0.05938128465102149,19-04-08-15-22
0.0670516575776316,19-04-08-15-23
0.07071655328798185,19-04-08-15-24
0.08868968253968253,19-04-08-15-25
0.09660634920634921,19-04-08-15-26
0.09788281403096218,19-04-08-15-27
0.09438699924414211,19-04-08-15-28
0.09248790627362057,19-04-08-15-29
0.09099981103552533,19-04-08-15-30
0.024622226731601735,19-04-09-09-45
0.02626370851370852,19-04-09-09-46
0.036410128573049934,19-04-09-09-47
0.03390050425764713,19-04-09-09-48
0.03955984491698778,19-04-09-09-49
0.04277717652717653,19-04-09-09-50
0.04166606541606542,19-04-09-09-51
0.043928855164810224,19-04-09-09-52
0.04670077397350125,19-04-09-09-53
0.04670077397350125,19-04-09-09-54
0.04670077397350125,19-04-09-09-55
0.047475567361930995,19-04-09-09-56
0.046700773973501246,19-04-09-09-57
0.044322113591776506,19-04-09-09-58
0.04810033835895905,19-04-09-10-08
0.04810033835895905,19-04-09-10-09
0.04810033835895905,19-04-09-10-10
0.09296091380275057,19-05-03-13-20
0.09370736079498969,19-05-03-13-21
0.0887681224773616,19-06-01-08-19
0.0887681224773616,19-06-01-08-20
0.08855312016026302,19-06-01-08-21
0.08855312016026302,19-06-01-08-22
0.08855312016026302,19-06-01-08-23
0.09405093260648817,19-06-01-08-24
0.10428114213828496,19-06-01-08-25
0.10314765146286882,19-06-01-08-26
0.10314765146286882,19-06-01-08-27
0.10695199928895578,19-06-01-08-28
0.10423460798460794,19-06-01-08-29
0.10938318295461148,19-06-01-08-30
0.09677099980863418,19-06-01-08-31
0.09677099980863418,19-06-01-08-32
0.09408282776562346,19-06-01-08-33
0.09538691115818773,19-06-01-08-34
0.09773212070580489,19-06-01-08-35
0.10229352421457683,19-06-01-08-36
0.10281984000405052,19-06-01-08-37
0.056764891091814165,19-06-01-10-04
0.08882559017069887,19-06-01-10-11
0.08211045674755352,19-06-01-10-12
0.07924307323500872,19-06-01-10-13
0.08354414850382592,19-06-01-10-14
0.07521310663973707,19-06-01-10-15
